"489";"cape girardeau, missouri, usa";NULL
"493";"manhattan, kansas, usa";"29"
"494";"parry sound, ontario, canada";NULL
"496";"west salem, wisconsin, usa";"51"
"499";"la verne, california, usa";"62"
"500";"san antonio, texas, usa";"17"
"503";"el centro, california, usa";"40"
"505";"washington, dc, usa";"51"
"507";"dumas, arkansas, usa";NULL
"508";"portland, oregon, usa";"29"
"512";"winter springs, florida, usa";"58"
"513";"savannah, georgia, usa";NULL
"523";"bozeman, montana, usa";"19"
"530";"moab, utah, usa";"47"
"537";"davis, california,";NULL
"538";"perryville, missouri, usa";"26"
"542";"fort worth, texas, usa";NULL
"558";"burnaby, ,";NULL
"565";"franklin, tennessee, usa";"48"
"566";"springfield, illinois, usa";NULL
"567";"spokane, washington, usa";NULL
"585";"milano, lombardia, italy";NULL
"592";"boston, massachusetts, usa";NULL
"595";"hollywood, florida, usa";"17"
"596";"san francisco, california, usa";"49"
"619";"long beach, mississippi, usa";NULL
"620";"toronto, ontario, canada";"45"
"625";"marseille, provence, france";"41"
"626";"graz, steiermark, austria";"41"
"628";"berlin, berlin, germany";NULL
"638";"san diego, california, usa";"20"
"639";"washington dc, virginia, usa";NULL
"640";"scotch village, nova scotia, canada";NULL
"641";"portland, oregon, usa";NULL
"643";"grenoble, rhone-alpes, france";"23"
"649";"san diego, california, usa";NULL
"650";"santa cruz, california, usa";NULL
"651";"interlachen, florida, usa";"26"
"657";"chattanooga, tennessee, usa";NULL
"660";"ny, new york, usa";NULL
"677";"baton rouge, louisiana, usa";"27"
"683";"union, illinois, usa";"28"
"685";"stevens point, wisconsin, usa";"21"
"695";"alphen aan den rijn, zuid holland, netherlands";NULL
"698";"palo alto, california, usa";NULL
"705";"asti, piemonte, italy";NULL
"707";"san antonio, texas, usa";NULL
"708";"duluth, minnesota, usa";NULL
"709";"roanoke, virginia, usa";"14"
"712";"pratteln, baselland, switzerland";"29"
"713";"abingdon, n/a, united kingdom";"49"
"714";"austin, texas, usa";NULL
"717";"spring hill, florida, usa";NULL
"726";"eatontown, new jersey, usa";"31"
"728";"welsh, louisiana, usa";NULL
"730";"albuquerque, new mexico,";"69"
"735";"cortland, new york, usa";"29"
"739";"oakdale, minnesota, usa";"55"
"741";"novinger, missouri, usa";"16"
"743";"moraga, california, usa";NULL
"744";"ocala, florida, usa";"48"
"746";"longmont, colorado, usa";"36"
"753";"stockton, california, usa";NULL
"756";"scranton, pennsylvania, usa";NULL
"757";"philadelphia, pennsylvania, usa";"29"
"758";"duesseldorf, n/a, germany";NULL
"759";"primm springs, tennessee, usa";NULL
"763";"oakland, california, usa";NULL
"765";"york, pennsylvania, usa";NULL
"767";"omaha, nebr,";"43"
"769";"birmingham, alabama, usa";NULL
"771";"ft. sill, oklahoma, usa";"38"
"774";"wentzville, missouri, usa";"16"
"776";"auckland, n/a, new zealand";"23"
"777";"portland, ,";"13"
"778";"bradenton, florida, usa";NULL
"780";"woodland hills, california, usa";NULL
"782";"hallandale, florida, usa";"57"
"785";"burbank, california, usa";NULL
"786";"panhandle, texas, usa";"48"
"790";"chilliwack, british columbia, canada";NULL
"805";"sonoma, california, usa";"34"
"811";"zurich, n/a, switzerland";"34"
"818";"selangor, southeast asia, malaysia";NULL
"819";"deer park, new york, usa";NULL
"824";"albuquerque, new mexico, usa";"15"
"827";"mason city, iowa, usa";NULL
"828";"albuquerque, new mexico, usa";"35"
"834";"rockville, maryland, usa";"17"
"843";"deer lodge, tennessee, usa";"25"
"850";"bremen, bremen, germany";"22"
"853";"chesterfield, michigan, usa";"24"
"878";"douglasville, georgia, usa";NULL
"882";"berkeley, california, usa";"23"
"883";"brookfield, connecticut, usa";"43"
"885";"jacksonville, texas, usa";NULL
"886";"bozeman, montana, usa";NULL
"887";"castaic, california, usa";"30"
"895";"geelong, victoria, australia";"40"
"896";"-, wales, united kingdom";"27"
"899";"bielefeld, nordrhein-westfalen, germany";"23"
"900";"scranton, pennsylvania, usa";"25"
"901";"worcester, worcestershire, united kingdom";"21"
"902";"overland, missouri, usa";"18"
"903";"los angeles, california, usa";"19"
"913";"manchester, lancs, united kingdom";"44"
"914";"griesheim, hessen, germany";"51"
"915";"humble, texas, usa";"50"
"921";"osnabrück, niedersachsen, germany";NULL
"924";"grenoble, isere, france";"29"
"929";"king of prussia, ,";"36"
"938";"calgary, alberta, canada";"55"
"941";"bend, oregon, usa";NULL
"951";"aglaura, new jersey, usa";NULL
"965";"las cruces, new mexico, usa";"24"
"969";"river forest, illinois, usa";"13"
"973";"eugene, oregon, usa";NULL
"984";"college station, texas, usa";NULL
"999";"newark, delaware, usa";"21"
"1003";"tequesta, florida, usa";NULL
"1008";"boston, massachusetts, usa";NULL
"1009";"delano, minnesota, usa";"56"
"1010";"silver spring, maryland, usa";"26"
"1016";"clementon, new jersey, usa";NULL
"1019";"san diego, california, usa";NULL
"1021";"rowland, north carolina, usa";NULL
"1022";"newport news, virginia, usa";NULL
"1024";"charles town, west virginia, usa";NULL
"1025";"maidstone, england, united kingdom";"33"
"1026";"duluth, minnesota, usa";NULL
"1031";"sparks, maryland, usa";"52"
"1032";"lockhart, texas, usa";NULL
"1038";"dallas, texas, usa";"26"
"1040";"los angeles, california, usa";NULL
"1048";"oakville, ontario, canada";"22"
"1054";"burnsville, minnesota, usa";"37"
"1057";"norwich, norfolk, united kingdom";"19"
"1060";"lincoln, nebraska, usa";"38"
"1063";"edmonton, alberta, canada";"19"
"1075";"hurst, texas, usa";"49"
"1079";"eugene, oregon, usa";NULL
"1082";"rochester, washington, usa";"36"
"1083";"newport news, virginia, usa";NULL
"1087";"birmingham, alabama, usa";"46"
"1093";"needham, massachusetts, usa";NULL
"1094";"largo, florida, usa";"18"
"1095";"hennef, nrw, germany";NULL
"1096";"arvada, colorado, usa";"18"
"1098";"astoria, new york, usa";NULL
"1108";"fairbanks, alaska, usa";NULL
"1111";"london, ontario, canada";NULL
"1113";"richmond, missouri, usa";"22"
"1116";"calgary, alberta, canada";"29"
"1118";"cleveland, , usa";NULL
"1123";"lasalle, quebec, canada";"23"
"1124";"brooklyn, new york, usa";NULL
"1129";"bothell, washington, usa";"53"
"1131";"berkeley, ,";"22"
"1133";"kingswood, south australia, australia";"46"
"1137";"zaragoza, schleswig-holstein, spain";"25"
"1140";"bridgewater, new jersey, usa";"19"
"1150";"jericho, vermont, usa";"25"
"1155";"smyrna, georgia, usa";"22"
"1161";"brier, washington, usa";NULL
"1164";"woburn, massachusetts, usa";"35"
"1166";"nantes, loire-atlantique, france";"22"
"1167";"milwaukee, wisconsin, usa";"25"
"1169";"olympia, washington, usa";"27"
"1172";"bielefeld, nordrhein-westfalen, germany";"26"
"1174";"oviedo, asturias, spain";"32"
"1178";"heidelberg, baden-wuerttemberg, germany";"9"
"1180";"storrs, connecticut, usa";"23"
"1184";"la mirada, california, usa";"38"
"1192";"klang, selangor, malaysia";"27"
"1200";"westfield, new jersey, usa";NULL
"1210";"new york, new york, usa";NULL
"1211";"rennes, bretagne, france";"22"
"1214";"speicher, rheinland-pfalz, germany";"30"
"1219";"taiping, perak, malaysia";"17"
"1223";"orlando, florida, usa";NULL
"1234";"barbera del valles, barcelona, spain";"25"
"1235";"salt spring island, british columbia, canada";NULL
"1242";"edmonton, alberta, canada";"25"
"1248";"dixon, california, usa";NULL
"1249";"surrey, british columbia, canada";NULL
"1250";"arlington, virginia, usa";"44"
"1252";"la, california, usa";NULL
"1254";"16605 bennington ct, indiana, usa";"26"
"1258";"st. paul, minnesota, usa";"18"
"1259";"whistler, british columbia, canada";"29"
"1261";"el paso, texas, usa";"46"
"1262";"roseland, new jersey, usa";"39"
"1263";"wiesbaden, hessen, germany";"23"
"1264";"antelope, california, usa";NULL
"1266";"island lake il., illinois, usa";"19"
"1267";"salem, oregon, usa";NULL
"1279";"long beach, california, usa";NULL
"1281";"london, england, united kingdom";"32"
"1293";"haddon twp, new jersey, usa";NULL
"1294";"victoria, british columbia, canada";NULL
"1296";"temple, new hampshire, usa";NULL
"1297";"los gatos, california, usa";"30"
"1309";"walker, louisiana, usa";"28"
"1314";"monza, lombardia, italy";"48"
"1324";"meggett, south carolina, usa";NULL
"1330";"swisttal, nordrhein-westfalen, germany";NULL
"1331";"lisboa, n/a, portugal";"32"
"1343";"bishop auckland, england, united kingdom";"33"
"1344";"new york, new york, usa";NULL
"1348";"sacramento, california, usa";"43"
"1355";"roseville, minnesota, usa";"71"
"1359";"houston, texas, usa";"14"
"1360";"north hollywood, california, usa";"36"
"1361";"wiesbaden, hessen, germany";NULL
"1368";"hopewell, virginia, usa";"22"
"1369";"cobble hill, , canada";NULL
"1372";"frankfurt, hessen, germany";"34"
"1375";"dinwiddie, virginia, usa";"59"
"1376";"peoria, illinois, usa";NULL
"1377";"swansea, massachusetts, usa";"20"
"1389";"trenton, michigan, usa";"22"
"1395";"santa monica, california, usa";NULL
"1396";"santa barbara, california, usa";"35"
"1399";"york, maine, usa";"41"
"1403";"virginia beach, virginia, usa";"26"
"1409";"farmington hills, michigan, usa";"74"
"1410";"amherst, new york, usa";"22"
"1412";"winston-salem, north carolina, usa";"47"
"1417";"fort collins, colorado, usa";NULL
"1424";"north avoca, new south wales, australia";NULL
"1427";"mililani, hawaii, usa";"22"
"1433";"woodbridge, california, usa";"54"
"1434";"bethel, vermont, usa";NULL
"1435";"st. louis, missouri, usa";"36"
"1436";"sault ste. marie, ontario, canada";NULL
"1439";"tilley, alberta, canada";NULL
"1442";"paris, ile de france, france";"36"
"1448";"la mesa, california, usa";"61"
"1455";"chehalis, washington, usa";NULL
"1461";"kolding, none, denmark";"0"
"1466";"cologne, nordrhein-westfalen, germany";"28"
"1467";"dallas, texas,";NULL
"1473";"new york, new york, usa";NULL
"1475";"new york city, new york, usa";NULL
"1484";"eastbourne, england, united kingdom";"28"
"1485";"allendale, new jersey, usa";"30"
"1486";"montmorency, victoria, australia";"75"
"1489";"somerville, massachusetts, usa";"20"
"1491";"sheffield, england, united kingdom";"22"
"1499";"lawrence, kansas, usa";NULL
"1500";"brighton, england, united kingdom";NULL
"1504";"iowa city, iowa, usa";NULL
"1511";"cuyahoga falls, ohio, usa";"25"
"1513";"oak hill, virginia, usa";"40"
"1515";"bloomington, indiana, usa";"27"
"1517";"barcelona, barcelona, spain";"32"
"1519";"raleigh, north carolina, usa";"61"
"1530";"hartsdale, new york, usa";"26"
"1535";"virginia beach, virginia, usa";"69"
"1539";"calgary, alberta, canada";NULL
"1548";"brooklyn, new york, usa";"28"
"1550";"des moines, washington, usa";NULL
"1554";"lincoln, nebraska, usa";"29"
"1556";"tucson, arizona, usa";NULL
"1558";"normal, illinois, usa";"61"
"1559";"manchester, new hampshire, usa";NULL
"1570";"brooklyn, new york, usa";"28"
"1582";"san francisco, california, usa";"48"
"1583";"san francisco, california, usa";"48"
"1585";"albuquerque, new mexico, usa";"29"
"1586";"north muskegon, michigan, united kingdom";"14"
"1589";"clio, michigan,";"50"
"1591";"flensburg, schleswig-holstein, germany";"24"
"1596";"jackson, tennessee, usa";"51"
"1597";"west columbia, texas, usa";"23"
"1608";"collingswood, new jersey, usa";"27"
"1615";"vienna, n/a, austria";"30"
"1616";"marietta, georgia, usa";NULL
"1617";"chicago, illinois, usa";"24"
"1619";"visalia, california, usa";NULL
"1633";"brooklyn, new york, usa";"29"
"1639";"jacksonville, florida, usa";NULL
"1641";"winston salem, north carolina, usa";"22"
"1650";"victoria, british columbia, canada";NULL
"1652";"new york, new york, usa";NULL
"1653";"madrid, delaware, spain";"17"
"1654";"silver spring, maryland, usa";NULL
"1660";"fort worth, texas, usa";NULL
"1674";"minneapolis, minnesota, usa";"26"
"1683";"chico, california, usa";"46"
"1684";"ucluelet, british columbia, canada";NULL
"1688";"chelmsford, england, united kingdom";"53"
"1696";"las palmas gc, las palmas, spain";"34"
"1706";"olympia, washington, usa";"26"
"1718";"framingham, massachusetts, usa";"28"
"1719";"sg, sg, singapore";NULL
"1721";"windsor, ontario, canada";"21"
"1723";"danbury, connecticut, usa";"40"
"1725";"palma, illes balears, united kingdom";"25"
"1730";"el paso, texas, usa";"33"
"1733";"independence, west virginia, usa";"30"
"1745";"cedar rapids, iowa, usa";NULL
"1759";"hollywood, florida, usa";"29"
"1762";"prato, toscana, italy";NULL
"1768";"newington, connecticut, usa";"25"
"1773";"northridge, california, usa";"16"
"1775";"albuquerque, new mexico, usa";"14"
"1782";"woodland hills, california, usa";NULL
"1790";"chicago, illinois, usa";"25"
"1791";"harrisburg, pennsylvania, usa";NULL
"1792";"hutchinson, kansas, usa";NULL
"1797";"paris, paris, france";NULL
"1799";"bolzano, trentino alto adige, italy";NULL
"1802";"lake luzerne, new york, usa";"43"
"1803";"northville, new york, usa";"48"
"1805";"euless, texas, usa";NULL
"1807";"frankfurt, hessen, germany";NULL
"1812";"provo, utah, usa";"24"
"1813";"ottawa, ontario, canada";NULL
"1830";"kidderminster, worcestershire, england, united kingdom";"54"
"1835";"kuala lumpur, n/a, malaysia";NULL
"1838";"glens falls, new york, usa";NULL
"1841";"washington dc, dc, usa";NULL
"1844";"kiel, n/a, germany";"36"
"1846";"strasbourg, alsace, france";"25"
"1848";"bellingham, washington, usa";"22"
"1850";"sydney, nsw, australia";"3"
"1859";"sackville, new brunswick, canada";NULL
"1863";"feucht, bayern, germany";"43"
"1869";"westfield, massachusetts, usa";"21"
"1878";"`s-hertogenbosch, noord brabant, netherlands";NULL
"1881";"binghamton, new york, usa";"31"
"1888";"toronto, ontario, canada";NULL
"1891";"canyon city, oregon, usa";NULL
"1892";"fort wayne, indiana, usa";"47"
"1898";"waukegan, illinois, usa";"47"
"1900";"kent, ohio, usa";"51"
"1901";"vancouver, british columbia, canada";NULL
"1903";"hualien, taiwan, taiwan";"36"
"1905";"baton rouge, louisiana, usa";NULL
"1915";"louisville, kentucky, usa";NULL
"1918";"london, england, united kingdom";"23"
"1923";"beaufort, victoria, australia";NULL
"1928";"kansas city, missouri, usa";"17"
"1933";"honolulu, hawaii, usa";NULL
"1937";"bozeman, montana, usa";"42"
"1945";"wrightsville beach, north carolina, usa";"54"
"1947";"ottawa, ontario, canada";NULL
"1949";"wilmington, north carolina, usa";NULL
"1951";"karlsruhe, baden-württemberg, germany";"28"
"1961";"grand rapids, michigan, usa";"17"
"1966";"burgos, burgos, spain";NULL
"1971";"ames, iowa, usa";"25"
"1978";"saint louis, missouri, usa";NULL
"1989";"phoenix, arizona, usa";"27"
"1990";"niterói, rio de janeiro, brazil";"32"
"1995";"rascafría, madrid, spain";"59"
"1996";"sydney, new south wales, australia";"34"
"2009";"wuppertal, nordrhein-westfalen, germany";"31"
"2010";"colfax, illinois, usa";NULL
"2012";"bray, wicklow,";"34"
"2018";"edson, alberta, canada";"21"
"2019";"carcavelos, n/a, portugal";"29"
"2024";"oakland, california, usa";"34"
"2030";"seabeck, washington, usa";"31"
"2033";"omaha, nebraska, usa";"27"
"2035";"longwood, florida, usa";"15"
"2036";"frenchtown, new jersey, usa";"49"
"2038";"bloomington, indiana, usa";NULL
"2041";"playa del rey, california, usa";NULL
"2043";"houston, ,";NULL
"2045";"venezia, veneto, italy";NULL
"2046";"philadelphia, missouri, usa";"22"
"2060";"pennsauken, new york, usa";"54"
"2063";"raleigh, north carolina, usa";NULL
"2066";"fieberbrunn, tirol, austria";"31"
"2070";"pembroke pines, florida, usa";"22"
"2074";"madrid, madrid, spain";"35"
"2075";"bonn, nordrhein-westfalen, germany";"29"
"2077";"minneapolis, minnesota, usa";"25"
"2082";"akron, ohio, usa";"14"
"2084";"logroño, la rioja, spain";"21"
"2089";"lynchburg, virginia, usa";NULL
"2090";"dudley, massachusetts, usa";"28"
"2097";"arlington, massachusetts, usa";NULL
"2099";"tucson, arizona, usa";NULL
"2103";"minneapolis, minnesota, usa";"43"
"2104";"roseville, california, usa";NULL
"2105";"new smyrna beach, florida, usa";NULL
"2106";"denver, colorado, usa";"44"
"2108";"houston, texas, usa";NULL
"2109";"winnipeg, manitoba, canada";NULL
"2110";"charlotte, north carolina, usa";NULL
"2115";"escondido, california, usa";"55"
"2116";"parrsboro, nova scotia, canada";NULL
"2119";"hartford, connecticut, usa";NULL
"2127";"high point, north carolina, usa";NULL
"2130";"george town, penang,";"34"
"2132";"hammond, indiana, usa";NULL
"2134";"oakland, california, usa";"35"
"2135";"irvine, california, usa";NULL
"2136";"salem, oregon, usa";"45"
"2138";"crosswicks, new jersey, usa";NULL
"2139";"chesapeake, virginia, usa";"33"
"2141";"lexington, massachusetts, usa";NULL
"2147";"las vegas, nevada, usa";"35"
"2148";"los angeles, california, usa";NULL
"2152";"grosse pointe, michigan, usa";"1"
"2155";"madrid, madrid, spain";"18"
"2163";"kerns, obwalden, switzerland";NULL
"2169";"hollister, california, usa";NULL
"2170";"kassel, hessen, germany";"29"
"2172";"quezon city, n/a, philippines";"17"
"2178";"linden, new jersey, usa";NULL
"2179";"sunderland, massachusetts, usa";"30"
"2181";"montreal, quebec, canada";"15"
"2183";"burnaby, british columbia, canada";NULL
"2189";"montreal, quebec, canada";"24"
"2190";"lenexa, kansas, usa";"29"
"2197";"n/a, travelling, canada";"26"
"2198";"philadelphia, pennsylvania, usa";NULL
"2199";"launceston, tasmania, australia";"25"
"2203";"woking, surrey, united kingdom";"40"
"2204";"el cajon, california, usa";NULL
"2216";"münster, nordrhein-westfalen, germany";NULL
"2218";"stratham, new hampshire, usa";"48"
"2219";"omaha, nebraska, usa";NULL
"2222";"aptos, california, usa";NULL
"2223";"cleveland, ohio, usa";NULL
"2224";"paris, ile de france, france";"23"
"2226";"montreal, quebec, canada";NULL
"2230";"harpers ferry, west virginia, usa";"44"
"2238";"san diego, california, usa";"34"
"2240";"ottawa, ontario, canada";NULL
"2250";"charlotte, north carolina, usa";NULL
"2253";"saskatoon, saskatchewan, canada";NULL
"2255";"charlottesville, virginia, usa";"35"
"2271";"mooresville, north carolina, usa";NULL
"2276";"niskayuna, new york, usa";"46"
"2281";"vancouver, washington, usa";"30"
"2287";"north chili, new york, usa";"35"
"2288";"spring hill, tennessee, usa";"30"
"2292";"brighton, massachusetts, usa";NULL
"2295";"el sobrante, california, usa";"21"
"2296";"wenatchee, washington, usa";"61"
"2305";"holmrook, cumbria, united kingdom";"71"
"2311";"albuquerque, new mexico, usa";NULL
"2312";"roanoke, virginia, usa";NULL
"2313";"cincinnati, ohio, usa";"23"
"2324";"atlantic beach, florida, usa";"40"
"2326";"porto, porto, portugal";"23"
"2329";"kuala lumpur, n/a, malaysia";"13"
"2333";"ocean city, maryland, usa";NULL
"2334";"amersfoort, utrecht, netherlands";NULL
"2335";"appleton, minnesota, usa";NULL
"2336";"van buren, arkansas, usa";"17"
"2337";"grove city, ohio, usa";"34"
"2339";"upper darby, pennsylvania, usa";NULL
"2340";"st. louis, missouri, usa";"29"
"2345";"london, england, united kingdom";"55"
"2349";"günzburg, bayern, germany";NULL
"2350";"st. louis, missouri, usa";"24"
"2351";"gelsenkirchen, nordrhein-westfalen, germany";"24"
"2354";"ottawa, ontario, canada";NULL
"2355";"gatineau, quebec, canada";NULL
"2357";"philadelphia, pennsylvania, usa";"35"
"2358";"bryan, texas, usa";"23"
"2363";"mountain home, idaho, usa";"42"
"2366";"lathrup village, michigan, usa";"16"
"2368";"largo, florida, usa";"18"
"2375";"norfolk, virginia, usa";"20"
"2376";"bay village, ohio, usa";"38"
"2379";"london, england, united kingdom";NULL
"2385";"london, ontario, canada";NULL
"2388";"hawley, pennsylvania, usa";"64"
"2389";"düsseldorf, nordrhein-westfalen, germany";NULL
"2399";"kent, ohio, usa";"32"
"2404";"new york, new york, usa";NULL
"2406";"münchen, bayern, germany";"48"
"2411";"lake city, florida, usa";"37"
"2414";"edenhope, victoria, australia";NULL
"2415";"hamburg, hamburg, germany";"33"
"2416";"seville, n/a, spain";"21"
"2417";"lakeland, florida, usa";"35"
"2421";"durban, kwazulu-natal, south africa";NULL
"2425";"vancouver, british columbia, canada";"54"
"2437";"san antonio, texas, usa";"45"
"2439";"atlanta, georgia, usa";"26"
"2442";"torino, ,";"25"
"2448";"birmingham, england, united kingdom";NULL
"2453";"independence, missouri, usa";NULL
"2461";"san francisco, california, usa";"59"
"2462";"kingston, , usa";NULL
"2466";"olathe, kansas, usa";NULL
"2470";"phoenix, arizona, usa";"22"
"2473";"elkhart, indiana, usa";"31"
"2481";"st. louis, missouri, usa";NULL
"2484";"asheville, north carolina, usa";NULL
"2485";"charlottesville, virginia, usa";NULL
"2499";"boulder, colorado, usa";"49"
"2501";"lisboa, loures-apelação, portugal";"34"
"2503";"london, england, united kingdom";"36"
"2504";"boston, massachusetts, usa";NULL
"2506";"tiana, barcelona, spain";"50"
"2508";"harrogate, england, united kingdom";"38"
"2515";"reus, tarragona, spain";"38"
"2520";"hondarribia, euskadi, spain";"42"
"2528";"the colony, texas, usa";NULL
"2534";"kamloops, british columbia, canada";NULL
"2545";"freiburg, baden-wuerttemberg, germany";"48"
"2549";"nice, alpes maritimes, france";"31"
"2550";"montpellier, illinois, france";NULL
"2552";"frankenthal, rheinland-pfalz, alderney";NULL
"2559";"santa rosa, california, usa";NULL
"2562";"wheeling, illinois, usa";"53"
"2565";"pensacola, friuli venezia giulia, usa";NULL
"2569";"santa rosa, california, usa";NULL
"2574";"linlöping, östergötland, sweden";NULL
"2578";"burlington, ontario, canada";"16"
"2579";"la ronge, saskatchewan, canada";NULL
"2580";"ann arbor, michigan, usa";NULL
"2583";"cedar rapids, iowa, usa";"33"
"2584";"bigfork, montana, usa";NULL
"2589";"shrewsbury, massachusetts, usa";NULL
"2590";"el cerrito, california, usa";"26"
"2591";"bloomington, illinois, usa";NULL
"2597";"ypsilanti, michigan, usa";"29"
"2598";"flushing, michigan, usa";NULL
"2605";"marina del rey, california, usa";"33"
"2611";"vero beach, florida, usa";NULL
"2622";"los angeles, california, usa";"41"
"2630";"kingsland, texas, usa";"66"
"2632";"farmingdale, new york, usa";"47"
"2633";"fulton, missouri, usa";NULL
"2634";"addison, texas, usa";"53"
"2638";"burnaby, british columbia, canada";NULL
"2640";"college station, texas, usa";"24"
"2643";"cedar park, texas, usa";"28"
"2644";"austin, texas, usa";NULL
"2651";"harlingen, texas, usa";NULL
"2653";"los angeles, california, usa";"46"
"2655";"firenze, toscana, italy";NULL
"2656";"kelseyville, california, usa";"83"
"2665";"balozi, rigas rajons, latvia";NULL
"2670";"corpus christi, texas, usa";NULL
"2678";"fort collins, colorado, usa";"16"
"2679";"weston-super-mare, somerset, united kingdom";"34"
"2681";"christchurch, canterbury, new zealand";NULL
"2683";"gulf breeze, florida, usa";"17"
"2685";"monteporzio catone(roma), lazio, italy";"21"
"2687";"tucson, arizona, usa";"35"
"2688";"herbolzheim, baden-wuerttemberg, germany";"16"
"2690";"cordele, georgia, usa";"35"
"2700";"kenosha, wisconsin, usa";"29"
"2718";"naples, florida, usa";"30"
"2719";"staten island, new york, usa";"37"
"2731";"victoria, british columbia, canada";NULL
"2738";"milano, lombardia, italy";"32"
"2749";"bridge lake, british columbia, canada";"18"
"2759";"woodstock, new york, usa";NULL
"2766";"frisco, texas, usa";"42"
"2769";"gorizia, friuli venezia giulia, italy";"27"
"2770";"champaign, illinois, usa";NULL
"2776";"dacula, georgia, usa";NULL
