0804106304;[("'classics'", 1), ("'china'", 0.6), ("'contemporary'", 0.53), ("'adult-fiction'", 0.39), ("'literature'", 0.36)]
1853262404;[("'classics'", 1), ("'fiction'", 1), ("'literature'", 0.34), ("'adventure'", 0.25), ("'short-stories'", 0.23)]
0312970242;[("'fiction'", 1)]
1853260053;[("'classics'", 1), ("'fiction'", 0.63), ("'literature'", 0.15), ("'romance'", 0.14), ("'historical-fiction'", 0.11)]
1414035004;[]
0060938412;[("'chick-lit'", 1), ("'romance'", 0.48), ("'fiction'", 0.48), ("'humor'", 0.12), ("'adult-fiction'", 0.06)]
0140067477;[("'philosophy'", 1), ("'non-fiction'", 0.95), ("'religion'", 0.37), ("'spirituality'", 0.33)]
0345465083;[("'non-fiction'", 1), ("'history'", 0.59), ("'biography'", 0.44), ("'sports'", 0.29), ("'animals'", 0.24)]
0451625889;[("'classics'", 0.91), ("'philosophy'", 0.77), ("'non-fiction'", 0.58), ("'politics'", 0.45), ("'history'", 0.3)]
1558531025;[("'non-fiction'", 1), ("'self-help'", 1)]
0441783589;[("'science-fiction'", 1), ("'fiction'", 0.67), ("'classics'", 0.18)]
0394895894;[("'mystery'", 0.9), ("'young-adult'", 0.87), ("'historical-fiction'", 0.59), ("'fiction'", 0.38), ("'historical'", 0.26)]
1569871213;[("'classics'", 1), ("'fiction'", 0.51), ("'childrens'", 0.38), ("'animals'", 0.27), ("'young-adult'", 0.27)]
0375410538;[("'fiction'", 1), ("'canada'", 0.44), ("'historical-fiction'", 0.31), ("'literature'", 0.22)]
0966986105;[]
087113375X;[("'humor'", 1), ("'non-fiction'", 0.73)]
0340767936;[("'fiction'", 1), ("'chick-lit'", 0.97), ("'humor'", 0.45), ("'romance'", 0.21), ("'contemporary'", 0.21)]
0743403843;[("'thriller'", 0.96), ("'fiction'", 0.8), ("'science-fiction'", 0.73), ("'adventure'", 0.27), ("'mystery'", 0.24)]
0060930365;[("'memoir'", 1), ("'biography'", 1)]
0060177586;[("'biography'", 0.97), ("'politics'", 0.77), ("'non-fiction'", 0.48), ("'memoir'", 0.48), ("'history'", 0.29)]
0071416331;[]
0375509038;[("'politics'", 1), ("'biography'", 0.91), ("'non-fiction'", 0.28), ("'history'", 0.28)]
0553062042;[("'western'", 1), ("'fiction'", 0.51), ("'historical-fiction'", 0.18)]
0316769487;[("'classics'", 1), ("'fiction'", 0.94), ("'young-adult'", 0.23), ("'literature'", 0.15)]
8445071408;[("'fantasy'", 1), ("'classics'", 0.48), ("'fiction'", 0.43), ("'adventure'", 0.1), ("'science-fiction-fantasy'", 0.08)]
8445071769;[("'fantasy'", 1), ("'classics'", 0.46), ("'fiction'", 0.45), ("'adventure'", 0.1)]
8445071777;[("'fiction'", 1), ("'classics'", 1), ("'adventure'", 0.26), ("'science-fiction-fantasy'", 0.21), ("'epic-fantasy'", 0.18)]
0679429220;[("'non-fiction'", 1), ("'mystery'", 0.63), ("'true-crime'", 0.49), ("'crime'", 0.25)]
0671867156;[("'mystery'", 1), ("'fiction'", 0.55), ("'suspense'", 0.4), ("'mystery-thriller'", 0.29)]
0312252617;[("'chick-lit'", 1), ("'fiction'", 0.58), ("'contemporary'", 0.56), ("'romance'", 0.49), ("'mystery'", 0.33)]
0312261594;[("'chick-lit'", 1), ("'romance'", 0.72), ("'fiction'", 0.55), ("'contemporary-romance'", 0.34), ("'humor'", 0.25)]
0316748641;[("'travel'", 1), ("'italy'", 1), ("'memoir'", 0.45), ("'non-fiction'", 0.45)]
0316973742;[("'fiction'", 1), ("'historical-fiction'", 0.49), ("'thriller'", 0.31), ("'religion'", 0.18), ("'novels'", 0.18)]
0385235941;[("'short-stories'", 1), ("'anthologies'", 0.75), ("'fiction'", 0.38), ("'essays'", 0.38)]
0446677450;[("'business'", 0.99), ("'non-fiction'", 0.85), ("'finance'", 0.59), ("'self-help'", 0.41), ("'finances'", 0.17)]
0451166892;[("'historical-fiction'", 1), ("'fiction'", 0.94), ("'historical'", 0.34)]
0553347594;[("'business'", 1), ("'non-fiction'", 0.86), ("'biography'", 0.23), ("'buisness'", 0.19), ("'entrepreneurship'", 0.16)]
0671621009;[("'business'", 1), ("'finance'", 1), ("'finances'", 0.28), ("'non-fiction'", 0.28)]
067976397X;[("'fiction'", 1), ("'historical-fiction'", 0.96), ("'romance'", 0.3), ("'war'", 0.26), ("'classics'", 0.25)]
0684822733;[("'animals'", 1), ("'non-fiction'", 0.86)]
0786868716;[("'spirituality'", 1), ("'contemporary'", 0.63), ("'christian'", 0.51), ("'death'", 0.4), ("'literature'", 0.39)]
8472238822;[("'glbt'", 1), ("'romance'", 1)]
0671864769;[("'star-trek'", 1), ("'science-fiction'", 0.87), ("'star-trek-the-next-generation'", 0.23), ("'fiction'", 0.23), ("'science-fiction-fantasy'", 0.07)]
0671521519;[("'fiction'", 1), ("'young-adult'", 0.87), ("'classics'", 0.51), ("'realistic-fiction'", 0.14), ("'novels'", 0.12)]
0440222303;[("'babylon-5'", 1), ("'science-fiction'", 1), ("'fiction'", 0.32), ("'media-tie-in'", 0.21), ("'tv'", 0.16)]
0312953453;[("'thriller'", 1), ("'fiction'", 0.79), ("'mystery-thriller'", 0.32), ("'mystery'", 0.24), ("'action'", 0.16)]
0446608653;[("'romance'", 1), ("'mystery'", 0.91), ("'suspense'", 0.6), ("'fiction'", 0.38)]
0446612545;[("'mystery'", 1), ("'fiction'", 0.79), ("'thriller'", 0.47), ("'suspense'", 0.3), ("'crime'", 0.28)]
0446612618;[("'romance'", 1), ("'contemporary-romance'", 0.43), ("'contemporary'", 0.34), ("'fiction'", 0.2)]
0451208080;[("'mystery'", 1), ("'fiction'", 0.95)]
0553584383;[("'mystery'", 1), ("'suspense'", 0.69), ("'fiction'", 0.58), ("'thriller'", 0.5)]
0671027360;[("'fiction'", 1), ("'mystery'", 0.82), ("'thriller'", 0.65), ("'suspense'", 0.18)]
0812575954;[]
0316735736;[("'fiction'", 1), ("'historical-fiction'", 0.48), ("'romance'", 0.28), ("'chick-lit'", 0.22), ("'contemporary'", 0.14)]
0743439740;[("'true-crime'", 1), ("'non-fiction'", 0.61), ("'crime'", 0.25), ("'mystery'", 0.06), ("'adult'", 0.03)]
0345372700;[("'humor'", 1), ("'non-fiction'", 0.43), ("'biography'", 0.27), ("'comedy'", 0.16), ("'southern'", 0.16)]
0380619458;[("'fiction'", 1), ("'travel'", 0.32), ("'adventure'", 0.3), ("'classics'", 0.17), ("'literature'", 0.14)]
0446325805;[("'humor'", 1), ("'non-fiction'", 0.44), ("'funny'", 0.18)]
0451406923;[("'true-crime'", 1), ("'non-fiction'", 0.92)]
0671042858;[("'contemporary'", 0.84), ("'mystery-thriller'", 0.68), ("'literary-fiction'", 0.64), ("'20th-century'", 0.44), ("'childrens'", 0.4)]
0743249992;[("'non-fiction'", 1), ("'biography'", 0.31), ("'memoir'", 0.19)]
0840734530;[("'fantasy'", 1)]
0425184226;[("'fiction'", 1), ("'thriller'", 1), ("'espionage'", 0.22), ("'action'", 0.21)]
0375500766;[("'biography'", 1), ("'non-fiction'", 1), ("'inspirational'", 0.75)]
9724119378;[("'fiction'", 1), ("'india'", 0.61), ("'contemporary'", 0.21), ("'novels'", 0.17)]
0451205197;[("'regency'", 1)]
0060929790;[("'fiction'", 1), ("'classics'", 1), ("'magical-realism'", 0.34), ("'literature'", 0.22), ("'novels'", 0.16)]
0060976845;[("'fiction'", 1), ("'chick-lit'", 0.87), ("'southern'", 0.26)]
0061099325;[("'mystery'", 1), ("'fiction'", 0.56), ("'crime'", 0.13)]
0671004573;[("'mystery'", 1), ("'fiction'", 0.6), ("'suspense'", 0.38), ("'thriller'", 0.27), ("'mystery-thriller'", 0.22)]
0446601640;[("'romance'", 1), ("'fiction'", 0.91), ("'contemporary'", 0.26)]
0330484516;[("'health'", 1), ("'spirituality'", 0.86), ("'self-help'", 0.86)]
038572179X;[("'historical-fiction'", 1), ("'romance'", 0.62), ("'classics'", 0.49), ("'historical'", 0.35)]
0393020371;[("'non-fiction'", 1), ("'business'", 1), ("'internet'", 0.26), ("'technology'", 0.2), ("'computers'", 0.17)]
1900850303;[("'fiction'", 1)]
1903019699;[]
0345425294;[("'crime'", 0.99), ("'fiction'", 0.92), ("'mystery'", 0.48), ("'thriller'", 0.34), ("'historical-fiction'", 0.27)]
0451410319;[("'mystery'", 1), ("'thriller'", 0.64), ("'fiction'", 0.45), ("'suspense'", 0.4), ("'crime'", 0.3)]
0553583468;[("'mystery'", 0.93), ("'paranormal'", 0.76), ("'fiction'", 0.47), ("'suspense'", 0.43), ("'romantic-suspense'", 0.41)]
8420639133;[("'philosophy'", 1), ("'non-fiction'", 0.37), ("'religion'", 0.28), ("'classics'", 0.16), ("'theology'", 0.14)]
8476409419;[("'non-fiction'", 1), ("'philosophy'", 0.65), ("'psychology'", 0.39), ("'essays'", 0.39), ("'spanish-literature'", 0.39)]
0380778556;[("'classics'", 1), ("'fiction'", 0.66), ("'mystery'", 0.46), ("'romance'", 0.25), ("'gothic'", 0.23)]
0451525221;[("'fiction'", 1), ("'classics'", 0.6), ("'historical-fiction'", 0.5), ("'school'", 0.32), ("'literature'", 0.28)]
0002740230;[]
0385336772;[("'chick-lit'", 1), ("'fiction'", 0.67), ("'humor'", 0.15), ("'romance'", 0.15)]
0440949424;[("'young-adult'", 1), ("'mystery'", 0.6), ("'fiction'", 0.53), ("'horror'", 0.37), ("'thriller'", 0.26)]
0505524996;[("'romance'", 1), ("'science-fiction'", 0.76), ("'aliens'", 0.29), ("'futuristic'", 0.29), ("'science-fiction-romance'", 0.27)]
0140252800;[("'mystery'", 1), ("'fiction'", 0.68), ("'suspense'", 0.3), ("'crime'", 0.28), ("'thriller'", 0.2)]
0451452755;[("'fantasy'", 1), ("'cats'", 0.42), ("'fiction'", 0.2), ("'animals'", 0.16), ("'mystery'", 0.16)]
0812575482;[("'fantasy'", 1), ("'fiction'", 0.21), ("'high-fantasy'", 0.14), ("'magic'", 0.11), ("'wolves'", 0.11)]
044651747X;[("'fiction'", 1), ("'romance'", 0.73), ("'mystery'", 0.29), ("'adventure'", 0.22), ("'novels'", 0.22)]
0060801263;[("'classics'", 1), ("'historical-fiction'", 0.54), ("'young-adult'", 0.33), ("'fiction'", 0.26)]
0061030147;[("'non-fiction'", 1), ("'biography'", 0.93), ("'memoir'", 0.53), ("'autobiography'", 0.5)]
0140250964;[("'fiction'", 1), ("'literary-fiction'", 0.34), ("'mystery'", 0.31), ("'novels'", 0.23), ("'coming-of-age'", 0.2)]
0446527165;[("'fiction'", 1), ("'historical-fiction'", 0.94)]
0671461494;[("'science-fiction'", 1), ("'fiction'", 0.72), ("'humor'", 0.47), ("'fantasy'", 0.37), ("'classics'", 0.28)]
0385337639;[("'fiction'", 1), ("'canada'", 0.63), ("'contemporary'", 0.22)]
039575514X;[("'classics'", 1), ("'fiction'", 0.98), ("'historical-fiction'", 0.35), ("'literature'", 0.15)]
0451206673;[("'chick-lit'", 1), ("'fiction'", 1), ("'romance'", 0.19), ("'contemporary'", 0.19), ("'humor'", 0.19)]
0330332775;[("'chick-lit'", 1), ("'fiction'", 0.94), ("'romance'", 0.5), ("'humor'", 0.31), ("'contemporary'", 0.21)]
0486284735;[("'classics'", 1), ("'fiction'", 0.53), ("'romance'", 0.42), ("'historical-fiction'", 0.14), ("'literature'", 0.11)]
0671021745;[("'mystery'", 1), ("'fiction'", 1)]
0671047612;[("'mystery'", 1), ("'fiction'", 0.9)]
0671504282;[("'young-adult'", 1), ("'high-school'", 0.75)]
0399138684;[("'mystery'", 1), ("'fiction'", 0.41), ("'cozy-mystery'", 0.21), ("'cats'", 0.19)]
0785263292;[("'non-fiction'", 1)]
0830714014;[("'psychology'", 1), ("'christian'", 1)]
0345354931;[("'fantasy'", 1), ("'fiction'", 0.29), ("'humor'", 0.16), ("'science-fiction-fantasy'", 0.14)]
0553278223;[("'science-fiction'", 1), ("'fiction'", 0.59), ("'classics'", 0.46), ("'short-stories'", 0.35), ("'fantasy'", 0.15)]
3150000335;[("'classics'", 1), ("'plays'", 0.49), ("'drama'", 0.41), ("'school'", 0.41), ("'german-literature'", 0.35)]
3257203659;[("'science-fiction'", 1), ("'short-stories'", 0.61), ("'fiction'", 0.59), ("'fantasy'", 0.39), ("'classics'", 0.36)]
3257207522;[]
3257208626;[("'classics'", 1), ("'science-fiction'", 0.63), ("'dystopia'", 0.49), ("'literature'", 0.14), ("'fantasy'", 0.1)]
3257208634;[("'science-fiction'", 1), ("'fiction'", 0.59), ("'classics'", 0.46), ("'short-stories'", 0.35), ("'fantasy'", 0.15)]
3257208669;[("'horror'", 0.84), ("'fantasy'", 0.78), ("'fiction'", 0.62), ("'classics'", 0.45), ("'science-fiction'", 0.31)]
3257210450;[("'fiction'", 1), ("'classics'", 0.73), ("'science-fiction'", 0.48), ("'fantasy'", 0.38), ("'young-adult'", 0.19)]
3257212054;[("'science-fiction'", 1), ("'short-stories'", 0.68), ("'fiction'", 0.61), ("'fantasy'", 0.34), ("'classics'", 0.2)]
3257212429;[("'science-fiction'", 1), ("'short-stories'", 0.79), ("'fiction'", 0.61), ("'fantasy'", 0.33)]
3257214154;[("'short-stories'", 0.93), ("'fiction'", 0.65), ("'science-fiction'", 0.57), ("'horror'", 0.55), ("'fantasy'", 0.3)]
3257216416;[("'short-stories'", 1), ("'mystery'", 0.6), ("'fiction'", 0.6), ("'fantasy'", 0.4), ("'science-fiction'", 0.4)]
3257233051;[("'contemporary'", 1), ("'philosophy'", 1), ("'novels'", 0.86)]
342311360X;[("'fiction'", 1), ("'classics'", 0.86), ("'historical-fiction'", 0.28), ("'romance'", 0.26), ("'magical-realism'", 0.22)]
3423116714;[("'fiction'", 1), ("'science-fiction'", 0.5), ("'literary-fiction'", 0.42), ("'feminism'", 0.33), ("'womens'", 0.25)]
3423241489;[("'chick-lit'", 1), ("'fiction'", 0.78), ("'humor'", 0.37), ("'romance'", 0.33), ("'novels'", 0.26)]
3426605686;[("'historical-fiction'", 1), ("'fiction'", 1), ("'historical'", 0.17), ("'magical-realism'", 0.17)]
3453212150;[("'fiction'", 1), ("'humor'", 0.72), ("'young-adult'", 0.35), ("'comedy'", 0.25), ("'british-literature'", 0.23)]
3462021095;[("'germany'", 1), ("'fiction'", 1)]
3492045642;[("'non-fiction'", 1), ("'politics'", 1), ("'humor'", 0.38), ("'sociology'", 0.13), ("'american'", 0.09)]
3498020862;[("'fiction'", 1), ("'contemporary'", 0.26), ("'novels'", 0.21), ("'literature'", 0.19)]
3499110695;[("'short-stories'", 1), ("'fiction'", 0.99), ("'classics'", 0.61), ("'literature'", 0.16), ("'american'", 0.11)]
3499151502;[("'fiction'", 1), ("'classics'", 0.64), ("'short-stories'", 0.54), ("'literature'", 0.25), ("'american'", 0.17)]
3518111000;[("'novels'", 1), ("'20th-century'", 0.84), ("'irish-literature'", 0.72)]
3548254268;[("'fiction'", 1), ("'chick-lit'", 0.56), ("'novels'", 0.21), ("'contemporary'", 0.21), ("'womens-fiction'", 0.18)]
3570300099;[("'fiction'", 1), ("'young-adult'", 0.94), ("'humor'", 0.62), ("'comedy'", 0.22)]
3596292646;[("'fiction'", 1), ("'short-stories'", 0.86), ("'czech-literature'", 0.37), ("'literature'", 0.28), ("'novels'", 0.13)]
0060977493;[("'fiction'", 1), ("'india'", 0.61), ("'contemporary'", 0.21), ("'novels'", 0.17)]
0312872682;[]
0316602906;[("'mystery'", 1), ("'fiction'", 0.76), ("'thriller'", 0.6), ("'crime'", 0.43)]
0316693006;[("'mystery'", 1), ("'fiction'", 0.73), ("'thriller'", 0.58), ("'crime'", 0.46), ("'mystery-thriller'", 0.23)]
0345311396;[("'mystery'", 1), ("'fiction'", 0.69), ("'legal-thriller'", 0.42), ("'crime'", 0.42), ("'thriller'", 0.42)]
0345378490;[("'fiction'", 1), ("'science-fiction'", 0.69), ("'thriller'", 0.6), ("'adventure'", 0.26), ("'mystery'", 0.12)]
0345404793;[("'fiction'", 1), ("'mystery'", 0.78), ("'thriller'", 0.72)]
0345433173;[("'fiction'", 1), ("'chick-lit'", 0.75), ("'humor'", 0.24), ("'contemporary'", 0.2), ("'womens-fiction'", 0.17)]
0375400117;[("'fiction'", 1), ("'historical-fiction'", 1), ("'romance'", 0.26), ("'historical'", 0.26), ("'japan'", 0.19)]
0375705856;[("'fiction'", 1), ("'contemporary'", 0.23), ("'literary-fiction'", 0.21)]
0380717018;[("'mystery'", 1), ("'crime'", 0.62), ("'fiction'", 0.54), ("'thriller'", 0.35)]
0380718332;[("'mystery'", 1), ("'crime'", 0.6), ("'fiction'", 0.56), ("'thriller'", 0.33), ("'mystery-thriller'", 0.18)]
0380754509;[]
038076654X;[("'romance'", 1), ("'historical-romance'", 1), ("'historical'", 0.43), ("'historical-fiction'", 0.14), ("'fiction'", 0.09)]
0380807866;[("'romance'", 1), ("'historical-romance'", 1), ("'historical'", 0.45)]
0385316895;[("'fiction'", 1), ("'historical-fiction'", 0.66), ("'romance'", 0.29)]
0385497466;[("'fiction'", 1), ("'thriller'", 0.6), ("'mystery'", 0.58), ("'legal-thriller'", 0.26)]
0385508042;[("'fiction'", 1), ("'mystery'", 0.58), ("'thriller'", 0.51), ("'legal-thriller'", 0.31)]
0385509456;[("'fiction'", 1), ("'young-adult'", 0.51), ("'book-club'", 0.46), ("'classics'", 0.3), ("'mystery'", 0.17)]
0385511612;[("'fiction'", 1), ("'sports'", 0.69), ("'football'", 0.26)]
0385730586;[("'young-adult'", 1), ("'fiction'", 0.55), ("'chick-lit'", 0.47), ("'romance'", 0.27)]
0425164403;[("'romance'", 1), ("'fiction'", 1), ("'indonesian-literature'", 0.17), ("'novels'", 0.13), ("'chick-lit'", 0.08)]
0440234964;[("'fiction'", 0.8), ("'mystery'", 0.7), ("'romance'", 0.7), ("'suspense'", 0.5), ("'crime'", 0.3)]
0446605484;[("'mystery'", 1), ("'fiction'", 0.75), ("'thriller'", 0.6), ("'crime'", 0.48)]
0446610399;[("'romance'", 1), ("'fiction'", 0.79), ("'chick-lit'", 0.4), ("'contemporary'", 0.17)]
0449006522;[("'horror'", 1), ("'fiction'", 0.49), ("'thriller'", 0.38), ("'mystery'", 0.32), ("'suspense'", 0.29)]
0449911004;[("'fiction'", 1), ("'chick-lit'", 0.66), ("'humor'", 0.25), ("'adult-fiction'", 0.25), ("'contemporary'", 0.2)]
0451162072;[("'horror'", 1), ("'fiction'", 0.64), ("'thriller'", 0.15)]
0451186648;[("'mystery'", 1), ("'fiction'", 0.87), ("'suspense'", 0.39), ("'mystery-thriller'", 0.29), ("'thriller'", 0.29)]
0452282152;[("'historical-fiction'", 1), ("'fiction'", 0.86), ("'historical'", 0.28), ("'art'", 0.2), ("'classics'", 0.19)]
051513290X;[("'mystery'", 1), ("'thriller'", 0.6)]
0553580388;[("'fiction'", 1), ("'thriller'", 0.77), ("'mystery'", 0.55), ("'medical'", 0.48)]
0590598848;[]
0590629719;[("'sports'", 0.88), ("'childrens'", 0.75), ("'picture-books'", 0.63), ("'dogs'", 0.5), ("'fiction'", 0.25)]
0671023616;[("'mystery'", 1), ("'crime'", 0.65), ("'fiction'", 0.57), ("'mystery-thriller'", 0.18), ("'suspense'", 0.16)]
0671027387;[("'fiction'", 1), ("'thriller'", 0.9), ("'mystery'", 0.64), ("'suspense'", 0.22)]
0684848783;[("'non-fiction'", 1), ("'memoir'", 0.94), ("'biography'", 0.64), ("'autobiography'", 0.27)]
0743486226;[("'fiction'", 1), ("'mystery'", 0.82), ("'thriller'", 0.65), ("'suspense'", 0.18)]
0786863986;[("'non-fiction'", 0.83), ("'memoir'", 0.82), ("'biography'", 0.71), ("'ireland'", 0.36), ("'autobiography'", 0.27)]
0803251718;[("'history'", 1), ("'biography'", 0.89), ("'non-fiction'", 0.79)]
0804117934;[("'mystery'", 1), ("'historical-fiction'", 0.53), ("'historical-mystery'", 0.32), ("'historical'", 0.29), ("'fiction'", 0.26)]
140003180X;[("'mystery'", 1), ("'fiction'", 1), ("'africa'", 0.56), ("'crime'", 0.1)]
155874262X;[("'non-fiction'", 1), ("'self-help'", 0.91), ("'inspirational'", 0.57), ("'short-stories'", 0.35)]
0060987103;[("'fantasy'", 1), ("'fiction'", 1), ("'adult'", 0.1)]
0151008116;[("'fiction'", 1), ("'fantasy'", 0.35), ("'adventure'", 0.24), ("'classics'", 0.21), ("'contemporary'", 0.2)]
0375704965;[("'mystery'", 1), ("'crime'", 0.63), ("'fiction'", 0.52), ("'thriller'", 0.21), ("'mystery-thriller'", 0.17)]
0525947647;[("'non-fiction'", 1), ("'politics'", 1), ("'humor'", 0.82), ("'comedy'", 0.13)]
