0553062042;[("'western'", 0.0), ("'fiction'", 0.0), ("'historical-fiction'", 0.0)]
0316769487;[("'classics'", 0.27), ("'fiction'", 0.15), ("'young-adult'", 0.04), ("'literature'", 0.03)]
8445071408;[("'fantasy'", 0.31), ("'classics'", 0.08), ("'fiction'", 0.07), ("'adventure'", 0.02), ("'science-fiction-fantasy'", 0.01)]
8445071769;[("'fantasy'", 0.2), ("'classics'", 0.05), ("'fiction'", 0.04), ("'adventure'", 0.01)]
8445071777;[("'fiction'", 0.04), ("'classics'", 0.04), ("'adventure'", 0.01), ("'science-fiction-fantasy'", 0.01), ("'epic-fantasy'", 0.01)]
0679429220;[("'non-fiction'", 0.02), ("'mystery'", 0.01), ("'true-crime'", 0.01), ("'crime'", 0.0)]
0671867156;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'mystery-thriller'", 0.0)]
0312252617;[("'chick-lit'", 0.0), ("'fiction'", 0.0), ("'contemporary'", 0.0), ("'romance'", 0.0), ("'mystery'", 0.0)]
0312261594;[("'chick-lit'", 0.0), ("'romance'", 0.0), ("'fiction'", 0.0), ("'contemporary-romance'", 0.0), ("'humor'", 0.0)]
0316748641;[("'travel'", 0.0), ("'italy'", 0.0), ("'memoir'", 0.0), ("'non-fiction'", 0.0)]
0316973742;[("'fiction'", 0.0), ("'historical-fiction'", 0.0), ("'thriller'", 0.0), ("'religion'", 0.0), ("'novels'", 0.0)]
0385235941;[("'short-stories'", 0.0), ("'anthologies'", 0.0), ("'fiction'", 0.0), ("'essays'", 0.0)]
0446677450;[("'business'", 0.01), ("'non-fiction'", 0.01), ("'finance'", 0.01), ("'self-help'", 0.0), ("'finances'", 0.0)]
0451166892;[("'historical-fiction'", 0.06), ("'fiction'", 0.03), ("'historical'", 0.01)]
0553347594;[("'business'", 0.0), ("'non-fiction'", 0.0), ("'biography'", 0.0), ("'buisness'", 0.0), ("'entrepreneurship'", 0.0)]
0671621009;[("'business'", 0.0), ("'finance'", 0.0), ("'finances'", 0.0), ("'non-fiction'", 0.0)]
067976397X;[("'fiction'", 0.01), ("'historical-fiction'", 0.01), ("'romance'", 0.0), ("'war'", 0.0), ("'classics'", 0.0)]
0684822733;[("'animals'", 0.0), ("'non-fiction'", 0.0)]
0786868716;[("'spirituality'", 0.0), ("'contemporary'", 0.0), ("'christian'", 0.0), ("'death'", 0.0), ("'literature'", 0.0)]
8472238822;[("'glbt'", 0.0), ("'romance'", 0.0)]
0671864769;[("'star-trek'", 0.0), ("'science-fiction'", 0.0), ("'star-trek-the-next-generation'", 0.0), ("'fiction'", 0.0), ("'science-fiction-fantasy'", 0.0)]
0671521519;[("'fiction'", 0.0), ("'young-adult'", 0.0), ("'classics'", 0.0), ("'realistic-fiction'", 0.0), ("'novels'", 0.0)]
0440222303;[("'babylon-5'", 0.0), ("'science-fiction'", 0.0), ("'fiction'", 0.0), ("'media-tie-in'", 0.0), ("'tv'", 0.0)]
0312953453;[("'thriller'", 0.0), ("'fiction'", 0.0), ("'mystery-thriller'", 0.0), ("'mystery'", 0.0), ("'action'", 0.0)]
0446608653;[("'romance'", 0.0), ("'mystery'", 0.0), ("'suspense'", 0.0), ("'fiction'", 0.0)]
0446612545;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'suspense'", 0.0), ("'crime'", 0.0)]
0446612618;[("'romance'", 0.0), ("'contemporary-romance'", 0.0), ("'contemporary'", 0.0), ("'fiction'", 0.0)]
0451208080;[("'mystery'", 0.0), ("'fiction'", 0.0)]
0553584383;[("'mystery'", 0.0), ("'suspense'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0)]
0671027360;[("'fiction'", 0.07), ("'mystery'", 0.04), ("'thriller'", 0.03), ("'suspense'", 0.01)]
0812575954;[]
0316735736;[("'fiction'", 0.0), ("'historical-fiction'", 0.0), ("'romance'", 0.0), ("'chick-lit'", 0.0), ("'contemporary'", 0.0)]
0743439740;[("'true-crime'", 0.0), ("'non-fiction'", 0.0), ("'crime'", 0.0), ("'mystery'", 0.0), ("'adult'", 0.0)]
0345372700;[("'humor'", 0.0), ("'non-fiction'", 0.0), ("'biography'", 0.0), ("'comedy'", 0.0), ("'southern'", 0.0)]
0380619458;[("'fiction'", 0.0), ("'travel'", 0.0), ("'adventure'", 0.0), ("'classics'", 0.0), ("'literature'", 0.0)]
0446325805;[("'humor'", 0.0), ("'non-fiction'", 0.0), ("'funny'", 0.0)]
0451406923;[("'true-crime'", 0.0), ("'non-fiction'", 0.0)]
0671042858;[("'contemporary'", 0.0), ("'mystery-thriller'", 0.0), ("'literary-fiction'", 0.0), ("'20th-century'", 0.0), ("'childrens'", 0.0)]
0743249992;[("'non-fiction'", 0.0), ("'biography'", 0.0), ("'memoir'", 0.0)]
0840734530;[("'fantasy'", 0.0)]
0425184226;[("'fiction'", 0.01), ("'thriller'", 0.0), ("'espionage'", 0.0), ("'action'", 0.0)]
0375500766;[("'biography'", 0.0), ("'non-fiction'", 0.0), ("'inspirational'", 0.0)]
9724119378;[("'fiction'", 0.02), ("'india'", 0.01), ("'contemporary'", 0.0), ("'novels'", 0.0)]
0451205197;[("'regency'", 0.0)]
0060929790;[("'fiction'", 0.05), ("'classics'", 0.04), ("'magical-realism'", 0.01), ("'literature'", 0.01), ("'novels'", 0.01)]
0060976845;[("'fiction'", 0.0), ("'chick-lit'", 0.0), ("'southern'", 0.0)]
0061099325;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'crime'", 0.0)]
0671004573;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'thriller'", 0.0), ("'mystery-thriller'", 0.0)]
0446601640;[("'romance'", 0.0), ("'fiction'", 0.0), ("'contemporary'", 0.0)]
0330484516;[("'health'", 0.0), ("'spirituality'", 0.0), ("'self-help'", 0.0)]
038572179X;[("'historical-fiction'", 0.02), ("'romance'", 0.01), ("'classics'", 0.01), ("'historical'", 0.0)]
0393020371;[("'non-fiction'", 0.0), ("'business'", 0.0), ("'internet'", 0.0), ("'technology'", 0.0), ("'computers'", 0.0)]
1900850303;[("'fiction'", 0.0)]
1903019699;[]
0345425294;[("'crime'", 0.0), ("'fiction'", 0.0), ("'mystery'", 0.0), ("'thriller'", 0.0), ("'historical-fiction'", 0.0)]
0451410319;[("'mystery'", 0.0), ("'thriller'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'crime'", 0.0)]
0553583468;[("'mystery'", 0.0), ("'paranormal'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'romantic-suspense'", 0.0)]
8420639133;[("'philosophy'", 0.01), ("'non-fiction'", 0.0), ("'religion'", 0.0), ("'classics'", 0.0), ("'theology'", 0.0)]
8476409419;[("'non-fiction'", 0.0), ("'philosophy'", 0.0), ("'psychology'", 0.0), ("'essays'", 0.0), ("'spanish-literature'", 0.0)]
0380778556;[("'classics'", 0.05), ("'fiction'", 0.02), ("'mystery'", 0.02), ("'romance'", 0.01), ("'gothic'", 0.01)]
0451525221;[("'fiction'", 0.03), ("'classics'", 0.02), ("'historical-fiction'", 0.01), ("'school'", 0.01), ("'literature'", 0.01)]
0002740230;[]
0385336772;[("'chick-lit'", 0.0), ("'fiction'", 0.0), ("'humor'", 0.0), ("'romance'", 0.0)]
0440949424;[("'young-adult'", 0.0), ("'mystery'", 0.0), ("'fiction'", 0.0), ("'horror'", 0.0), ("'thriller'", 0.0)]
0505524996;[("'romance'", 0.0), ("'science-fiction'", 0.0), ("'aliens'", 0.0), ("'futuristic'", 0.0), ("'science-fiction-romance'", 0.0)]
0140252800;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'crime'", 0.0), ("'thriller'", 0.0)]
0451452755;[("'fantasy'", 0.0), ("'cats'", 0.0), ("'fiction'", 0.0), ("'animals'", 0.0), ("'mystery'", 0.0)]
0812575482;[("'fantasy'", 0.0), ("'fiction'", 0.0), ("'high-fantasy'", 0.0), ("'magic'", 0.0), ("'wolves'", 0.0)]
044651747X;[("'fiction'", 0.0), ("'romance'", 0.0), ("'mystery'", 0.0), ("'adventure'", 0.0), ("'novels'", 0.0)]
0060801263;[("'classics'", 0.03), ("'historical-fiction'", 0.01), ("'young-adult'", 0.01), ("'fiction'", 0.0)]
0061030147;[("'non-fiction'", 0.0), ("'biography'", 0.0), ("'memoir'", 0.0), ("'autobiography'", 0.0)]
0140250964;[("'fiction'", 0.0), ("'literary-fiction'", 0.0), ("'mystery'", 0.0), ("'novels'", 0.0), ("'coming-of-age'", 0.0)]
0446527165;[("'fiction'", 0.0), ("'historical-fiction'", 0.0)]
0671461494;[("'science-fiction'", 0.06), ("'fiction'", 0.04), ("'humor'", 0.03), ("'fantasy'", 0.02), ("'classics'", 0.02)]
0385337639;[("'fiction'", 0.0), ("'canada'", 0.0), ("'contemporary'", 0.0)]
039575514X;[("'classics'", 0.02), ("'fiction'", 0.01), ("'historical-fiction'", 0.0), ("'literature'", 0.0)]
0451206673;[("'chick-lit'", 0.0), ("'fiction'", 0.0), ("'romance'", 0.0), ("'contemporary'", 0.0), ("'humor'", 0.0)]
0330332775;[("'chick-lit'", 0.02), ("'fiction'", 0.02), ("'romance'", 0.01), ("'humor'", 0.01), ("'contemporary'", 0.0)]
0486284735;[("'classics'", 0.19), ("'fiction'", 0.06), ("'romance'", 0.04), ("'historical-fiction'", 0.01), ("'literature'", 0.01)]
0671021745;[("'mystery'", 0.0), ("'fiction'", 0.0)]
0671047612;[("'mystery'", 0.0), ("'fiction'", 0.0)]
0671504282;[("'young-adult'", 0.0), ("'high-school'", 0.0)]
0399138684;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'cozy-mystery'", 0.0), ("'cats'", 0.0)]
0785263292;[("'non-fiction'", 0.0)]
0830714014;[("'psychology'", 0.0), ("'christian'", 0.0)]
0345354931;[("'fantasy'", 0.01), ("'fiction'", 0.0), ("'humor'", 0.0), ("'science-fiction-fantasy'", 0.0)]
0553278223;[("'science-fiction'", 0.02), ("'fiction'", 0.01), ("'classics'", 0.01), ("'short-stories'", 0.0), ("'fantasy'", 0.0)]
3150000335;[("'classics'", 0.0), ("'plays'", 0.0), ("'drama'", 0.0), ("'school'", 0.0), ("'german-literature'", 0.0)]
3257203659;[("'science-fiction'", 0.01), ("'short-stories'", 0.0), ("'fiction'", 0.0), ("'fantasy'", 0.0), ("'classics'", 0.0)]
3257207522;[]
3257208626;[("'classics'", 0.07), ("'science-fiction'", 0.03), ("'dystopia'", 0.02), ("'literature'", 0.01), ("'fantasy'", 0.0)]
3257208634;[("'science-fiction'", 0.02), ("'fiction'", 0.01), ("'classics'", 0.01), ("'short-stories'", 0.0), ("'fantasy'", 0.0)]
3257208669;[("'horror'", 0.01), ("'fantasy'", 0.01), ("'fiction'", 0.01), ("'classics'", 0.0), ("'science-fiction'", 0.0)]
3257210450;[("'fiction'", 0.0), ("'classics'", 0.0), ("'science-fiction'", 0.0), ("'fantasy'", 0.0), ("'young-adult'", 0.0)]
3257212054;[("'science-fiction'", 0.0), ("'short-stories'", 0.0), ("'fiction'", 0.0), ("'fantasy'", 0.0), ("'classics'", 0.0)]
3257212429;[("'science-fiction'", 0.0), ("'short-stories'", 0.0), ("'fiction'", 0.0), ("'fantasy'", 0.0)]
3257214154;[("'short-stories'", 0.0), ("'fiction'", 0.0), ("'science-fiction'", 0.0), ("'horror'", 0.0), ("'fantasy'", 0.0)]
3257216416;[("'short-stories'", 0.0), ("'mystery'", 0.0), ("'fiction'", 0.0), ("'fantasy'", 0.0), ("'science-fiction'", 0.0)]
3257233051;[("'contemporary'", 0.0), ("'philosophy'", 0.0), ("'novels'", 0.0)]
342311360X;[("'fiction'", 0.02), ("'classics'", 0.01), ("'historical-fiction'", 0.0), ("'romance'", 0.0), ("'magical-realism'", 0.0)]
3423116714;[("'fiction'", 0.0), ("'science-fiction'", 0.0), ("'literary-fiction'", 0.0), ("'feminism'", 0.0), ("'womens'", 0.0)]
3423241489;[("'chick-lit'", 0.0), ("'fiction'", 0.0), ("'humor'", 0.0), ("'romance'", 0.0), ("'novels'", 0.0)]
3426605686;[("'historical-fiction'", 0.0), ("'fiction'", 0.0), ("'historical'", 0.0), ("'magical-realism'", 0.0)]
3453212150;[("'fiction'", 0.0), ("'humor'", 0.0), ("'young-adult'", 0.0), ("'comedy'", 0.0), ("'british-literature'", 0.0)]
3462021095;[("'germany'", 0.0), ("'fiction'", 0.0)]
3492045642;[("'non-fiction'", 0.0), ("'politics'", 0.0), ("'humor'", 0.0), ("'sociology'", 0.0), ("'american'", 0.0)]
3498020862;[("'fiction'", 0.01), ("'contemporary'", 0.0), ("'novels'", 0.0), ("'literature'", 0.0)]
3499110695;[("'short-stories'", 0.01), ("'fiction'", 0.01), ("'classics'", 0.0), ("'literature'", 0.0), ("'american'", 0.0)]
3499151502;[("'fiction'", 0.0), ("'classics'", 0.0), ("'short-stories'", 0.0), ("'literature'", 0.0), ("'american'", 0.0)]
3518111000;[("'novels'", 0.0), ("'20th-century'", 0.0), ("'irish-literature'", 0.0)]
3548254268;[("'fiction'", 0.0), ("'chick-lit'", 0.0), ("'novels'", 0.0), ("'contemporary'", 0.0), ("'womens-fiction'", 0.0)]
3570300099;[("'fiction'", 0.0), ("'young-adult'", 0.0), ("'humor'", 0.0), ("'comedy'", 0.0)]
3596292646;[("'fiction'", 0.0), ("'short-stories'", 0.0), ("'czech-literature'", 0.0), ("'literature'", 0.0), ("'novels'", 0.0)]
0060977493;[("'fiction'", 0.01), ("'india'", 0.0), ("'contemporary'", 0.0), ("'novels'", 0.0)]
0312872682;[]
0316602906;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'crime'", 0.0)]
0316693006;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'crime'", 0.0), ("'mystery-thriller'", 0.0)]
0345311396;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'legal-thriller'", 0.0), ("'crime'", 0.0), ("'thriller'", 0.0)]
0345378490;[("'fiction'", 0.01), ("'science-fiction'", 0.0), ("'thriller'", 0.0), ("'adventure'", 0.0), ("'mystery'", 0.0)]
0345404793;[("'fiction'", 0.0), ("'mystery'", 0.0), ("'thriller'", 0.0)]
0345433173;[("'fiction'", 0.0), ("'chick-lit'", 0.0), ("'humor'", 0.0), ("'contemporary'", 0.0), ("'womens-fiction'", 0.0)]
0375400117;[("'fiction'", 0.03), ("'historical-fiction'", 0.03), ("'romance'", 0.01), ("'historical'", 0.01), ("'japan'", 0.01)]
0375705856;[("'fiction'", 0.0), ("'contemporary'", 0.0), ("'literary-fiction'", 0.0)]
0380717018;[("'mystery'", 0.0), ("'crime'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0)]
0380718332;[("'mystery'", 0.0), ("'crime'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'mystery-thriller'", 0.0)]
0380754509;[]
038076654X;[("'romance'", 0.0), ("'historical-romance'", 0.0), ("'historical'", 0.0), ("'historical-fiction'", 0.0), ("'fiction'", 0.0)]
0380807866;[("'romance'", 0.0), ("'historical-romance'", 0.0), ("'historical'", 0.0)]
0385316895;[("'fiction'", 0.0), ("'historical-fiction'", 0.0), ("'romance'", 0.0)]
0385497466;[("'fiction'", 0.0), ("'thriller'", 0.0), ("'mystery'", 0.0), ("'legal-thriller'", 0.0)]
0385508042;[("'fiction'", 0.0), ("'mystery'", 0.0), ("'thriller'", 0.0), ("'legal-thriller'", 0.0)]
0385509456;[("'fiction'", 0.0), ("'young-adult'", 0.0), ("'book-club'", 0.0), ("'classics'", 0.0), ("'mystery'", 0.0)]
0385511612;[("'fiction'", 0.0), ("'sports'", 0.0), ("'football'", 0.0)]
0385730586;[("'young-adult'", 0.02), ("'fiction'", 0.01), ("'chick-lit'", 0.01), ("'romance'", 0.0)]
0425164403;[("'romance'", 0.0), ("'fiction'", 0.0), ("'indonesian-literature'", 0.0), ("'novels'", 0.0), ("'chick-lit'", 0.0)]
0440234964;[("'fiction'", 0.0), ("'mystery'", 0.0), ("'romance'", 0.0), ("'suspense'", 0.0), ("'crime'", 0.0)]
0446605484;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'crime'", 0.0)]
0446610399;[("'romance'", 0.01), ("'fiction'", 0.0), ("'chick-lit'", 0.0), ("'contemporary'", 0.0)]
0449006522;[("'horror'", 0.0), ("'fiction'", 0.0), ("'thriller'", 0.0), ("'mystery'", 0.0), ("'suspense'", 0.0)]
0449911004;[("'fiction'", 0.0), ("'chick-lit'", 0.0), ("'humor'", 0.0), ("'adult-fiction'", 0.0), ("'contemporary'", 0.0)]
0451162072;[("'horror'", 0.03), ("'fiction'", 0.01), ("'thriller'", 0.0)]
0451186648;[("'mystery'", 0.0), ("'fiction'", 0.0), ("'suspense'", 0.0), ("'mystery-thriller'", 0.0), ("'thriller'", 0.0)]
0452282152;[("'historical-fiction'", 0.02), ("'fiction'", 0.01), ("'historical'", 0.0), ("'art'", 0.0), ("'classics'", 0.0)]
051513290X;[("'mystery'", 0.0), ("'thriller'", 0.0)]
0553580388;[("'fiction'", 0.0), ("'thriller'", 0.0), ("'mystery'", 0.0), ("'medical'", 0.0)]
0590598848;[]
0590629719;[("'sports'", 0.0), ("'childrens'", 0.0), ("'picture-books'", 0.0), ("'dogs'", 0.0), ("'fiction'", 0.0)]
0671023616;[("'mystery'", 0.01), ("'crime'", 0.0), ("'fiction'", 0.0), ("'mystery-thriller'", 0.0), ("'suspense'", 0.0)]
0671027387;[("'fiction'", 0.01), ("'thriller'", 0.01), ("'mystery'", 0.01), ("'suspense'", 0.0)]
0684848783;[("'non-fiction'", 0.0), ("'memoir'", 0.0), ("'biography'", 0.0), ("'autobiography'", 0.0)]
0743486226;[("'fiction'", 0.04), ("'mystery'", 0.02), ("'thriller'", 0.02), ("'suspense'", 0.0)]
0786863986;[("'non-fiction'", 0.0), ("'memoir'", 0.0), ("'biography'", 0.0), ("'ireland'", 0.0), ("'autobiography'", 0.0)]
